ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*001-0574*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0575*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0576*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0577*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0578*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0579*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0580*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0581*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0582*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0583*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0584*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0585*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0586*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0587*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
*001-0588*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 67 Департамента здравоохранения города Москвы"", Филиал № 1";г. Москва, ул. Высокая, д. 19, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 67 ДЗМ»;ГП67
