ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*004-0770*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0771*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0772*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0773*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0774*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0775*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0776*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0777*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0778*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0779*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0780*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0781*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0782*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
*004-0786*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 218 Департамента здравоохранения города Москвы""";г. Москва, пр-д Шокальского, д. 8;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 218 ДЗМ»;ГП218
