ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*005-0996*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0997*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0998*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-0999*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1000*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1001*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1002*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1003*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1004*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1005*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1006*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1007*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
*005-1008*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 209 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Мосфильмовская, д. 29А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 209 ДЗМ»;ГП209
